Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2007-08-05,Pain and Glory,A compelling story about survival.,4.945118,27492,6.1,en,Western,https://image.tmdb.org/t/p/original/45481.jpg
2014-03-28,Iron Man 2,A compelling story about survival.,11.705236,27611,5.8,en,Mystery,https://image.tmdb.org/t/p/original/26377.jpg
1992-06-05,Monster 2,A compelling story about discovery.,19.236915,1385,7.1,zh,Action,https://image.tmdb.org/t/p/original/26418.jpg
1995-09-27,Poor Things,A compelling story about adventure.,29.391225,24250,7.6,en,"Comedy, Romance, Horror",https://image.tmdb.org/t/p/original/60951.jpg
2019-07-22,Les Misérables 5,A compelling story about adventure.,2.195391,10025,6.3,en,Romance,https://image.tmdb.org/t/p/original/65243.jpg
2005-12-04,No Time to Die,A compelling story about justice.,65.596584,16638,8.0,fr,"Adventure, Action, Fantasy",https://image.tmdb.org/t/p/original/42532.jpg
2015-01-18,The Post,A compelling story about friendship.,44.18566,18742,7.1,en,"Documentary, Comedy",https://image.tmdb.org/t/p/original/13657.jpg
2001-12-15,Bodies Bodies Bodies 4,A compelling story about friendship.,6.303768,25453,5.5,en,"Drama, Horror",https://image.tmdb.org/t/p/original/54255.jpg
1997-11-16,Robot Dreams,A compelling story about survival.,34.605038,15070,5.7,en,"Adventure, Action",https://image.tmdb.org/t/p/original/87341.jpg
2001-02-15,Three Billboards Outside Ebbing Missouri,A compelling story about discovery.,14.609669,27447,6.2,en,"Drama, Horror, TV Movie",https://image.tmdb.org/t/p/original/63986.jpg
2003-04-15,The Avengers 4,A compelling story about friendship.,12.390742,16873,4.3,en,"Animation, Thriller",https://image.tmdb.org/t/p/original/76298.jpg
2003-10-21,Gladiator,A compelling story about friendship.,7.550213,10664,5.5,en,Documentary,https://image.tmdb.org/t/p/original/94391.jpg
2001-01-11,Time,A compelling story about adventure.,17.396188,18329,7.6,en,Adventure,https://image.tmdb.org/t/p/original/38804.jpg
2001-03-05,Promising Young Woman,A compelling story about friendship.,26.178455,14263,7.8,fr,"Music, Horror, Western",https://image.tmdb.org/t/p/original/31606.jpg
2003-12-14,Cabrini,A compelling story about justice.,10.584304,22151,6.5,en,Comedy,https://image.tmdb.org/t/p/original/78742.jpg
2000-02-24,A Star Is Born,A compelling story about friendship.,19.842884,11575,6.7,en,"War, Science Fiction, TV Movie",https://image.tmdb.org/t/p/original/29865.jpg
2017-06-22,Anatomy of a Fall,A compelling story about love.,24.033703,27607,5.8,es,"Action, Adventure, Horror",https://image.tmdb.org/t/p/original/40686.jpg
1994-11-10,Spider-Man: No Way Home,A compelling story about family.,24.835004,27778,5.4,en,Western,https://image.tmdb.org/t/p/original/38842.jpg
2005-09-18,The Personal History of David Copperfield,A compelling story about love.,1.0673,97,6.9,en,"Fantasy, Crime, Family",https://image.tmdb.org/t/p/original/18377.jpg
1999-04-06,The Eight Mountains,A compelling story about love.,39.286262,9442,5.7,en,Music,https://image.tmdb.org/t/p/original/72923.jpg
2010-11-12,Memory Box 3,A compelling story about survival.,12.259135,8774,8.2,en,"Fantasy, Drama",https://image.tmdb.org/t/p/original/71895.jpg
2005-10-28,Black Panther: Wakanda Forever 2,A compelling story about war.,6.087508,25399,6.7,ja,"Drama, Fantasy, Documentary",https://image.tmdb.org/t/p/original/74980.jpg
2003-06-18,Forrest Gump,A compelling story about friendship.,5.535225,188,6.7,en,"Drama, Documentary, Animation",https://image.tmdb.org/t/p/original/40284.jpg
2009-05-14,Saltburn 5,A compelling story about family.,13.194794,26311,4.9,en,History,https://image.tmdb.org/t/p/original/66633.jpg
1997-08-24,The Father 5,A compelling story about adventure.,43.577555,16556,3.4,en,Action,https://image.tmdb.org/t/p/original/48669.jpg
2019-12-24,The Florida Project,A compelling story about adventure.,9.507483,2650,6.7,pt,Horror,https://image.tmdb.org/t/p/original/87382.jpg
2021-04-06,Iron Man,A compelling story about justice.,27.703959,9207,5.6,en,"Drama, Family, Action",https://image.tmdb.org/t/p/original/94100.jpg
2015-05-08,David Byrne's American Utopia,A compelling story about friendship.,2.03664,18742,7.4,en,Mystery,https://image.tmdb.org/t/p/original/41110.jpg
1991-10-11,Cabrini,A compelling story about justice.,12.927436,2431,5.1,zh,"Animation, Family, Crime",https://image.tmdb.org/t/p/original/37553.jpg
2006-05-19,Bohemian Rhapsody 5,A compelling story about family.,95.796626,10957,5.6,en,Thriller,https://image.tmdb.org/t/p/original/51481.jpg
2021-10-23,Booksmart,A compelling story about survival.,29.431625,20692,7.5,es,"Western, Action",https://image.tmdb.org/t/p/original/44064.jpg
1997-03-15,The Dark Knight,A compelling story about family.,4.727831,20536,6.7,en,"Thriller, Fantasy",https://image.tmdb.org/t/p/original/61735.jpg
2018-01-06,Braveheart,A compelling story about survival.,13.920686,29144,5.0,en,"Thriller, Family",https://image.tmdb.org/t/p/original/82164.jpg
2001-08-03,Poor Things,A compelling story about family.,5.321667,28327,6.2,en,TV Movie,https://image.tmdb.org/t/p/original/21380.jpg
2000-01-11,Sound of Metal,A compelling story about friendship.,10.537777,20897,8.5,en,Comedy,https://image.tmdb.org/t/p/original/72029.jpg
2005-11-20,Waves,A compelling story about justice.,30.290195,1227,6.4,en,Science Fiction,https://image.tmdb.org/t/p/original/94236.jpg
2019-09-16,Little Women 3,A compelling story about family.,29.50031,2484,6.0,zh,"War, Action, Thriller",https://image.tmdb.org/t/p/original/54990.jpg
1997-04-16,Women Talking,A compelling story about family.,5.178015,939,7.3,en,"Mystery, Thriller",https://image.tmdb.org/t/p/original/95802.jpg
2010-03-19,Malcolm & Marie,A compelling story about justice.,51.078272,7968,6.6,es,"History, Horror, Drama",https://image.tmdb.org/t/p/original/54815.jpg
2023-04-05,Shoplifters,A compelling story about adventure.,17.957634,24902,7.9,en,History,https://image.tmdb.org/t/p/original/72270.jpg
1999-01-26,First Cow,A compelling story about adventure.,9.558274,1512,7.1,hi,"Drama, Family, Music",https://image.tmdb.org/t/p/original/91563.jpg
1996-03-26,The Favourite,A compelling story about survival.,13.940517,430,7.3,pt,"Science Fiction, TV Movie, History",https://image.tmdb.org/t/p/original/51882.jpg
2013-07-24,Roma 2,A compelling story about survival.,18.580998,13590,8.0,en,Science Fiction,https://image.tmdb.org/t/p/original/82759.jpg
1993-09-07,The Fabelmans 4,A compelling story about adventure.,16.414636,15850,5.8,en,Animation,https://image.tmdb.org/t/p/original/75344.jpg
2001-01-02,The Irishman 5,A compelling story about justice.,13.326407,5840,5.5,it,"Animation, TV Movie, Adventure",https://image.tmdb.org/t/p/original/95161.jpg
2006-09-16,The Boy and the Heron 2,A compelling story about discovery.,14.061236,20752,4.6,en,Drama,https://image.tmdb.org/t/p/original/81717.jpg
2019-09-17,Robot Dreams,A compelling story about justice.,3.881695,17843,5.9,es,"Mystery, Animation, Drama",https://image.tmdb.org/t/p/original/16175.jpg
2022-10-15,The Disciple,A compelling story about friendship.,33.504387,5821,4.6,zh,"Drama, Thriller",https://image.tmdb.org/t/p/original/60003.jpg
2012-11-07,Mad Max: Fury Road,A compelling story about survival.,15.607258,8629,6.6,en,"Horror, Action, Romance",https://image.tmdb.org/t/p/original/59514.jpg
2013-11-17,Moonlight,A compelling story about love.,2.810081,24265,5.5,ja,Horror,https://image.tmdb.org/t/p/original/76376.jpg
2012-03-08,A Beautiful Mind,A compelling story about family.,29.062115,24982,7.4,en,Family,https://image.tmdb.org/t/p/original/95795.jpg
2015-01-26,Women Talking 5,A compelling story about love.,53.895962,13537,7.1,en,Music,https://image.tmdb.org/t/p/original/59532.jpg
1992-04-01,The Quiet Girl 3,A compelling story about war.,58.865415,25381,5.7,en,Comedy,https://image.tmdb.org/t/p/original/59552.jpg
2007-05-08,Rocketman,A compelling story about family.,9.20955,16233,7.4,en,"Family, Thriller",https://image.tmdb.org/t/p/original/16989.jpg
2014-11-03,Preparations to Be Together 2,A compelling story about family.,2.91247,116,6.4,en,"History, Music, Science Fiction",https://image.tmdb.org/t/p/original/87931.jpg
2010-02-15,Barbie,A compelling story about discovery.,14.612812,4059,4.1,en,"Family, Romance, Documentary",https://image.tmdb.org/t/p/original/61048.jpg
1994-06-27,Waves,A compelling story about adventure.,2.389397,8299,5.0,es,"Family, Action",https://image.tmdb.org/t/p/original/95388.jpg
2000-04-28,The Two Popes,A compelling story about war.,54.358199,1913,5.3,en,Fantasy,https://image.tmdb.org/t/p/original/82679.jpg
1995-01-25,American Beauty 5,A compelling story about war.,4.056518,24043,6.2,en,"Crime, Romance, Action",https://image.tmdb.org/t/p/original/56392.jpg
1999-11-19,Mad Max: Fury Road 5,A compelling story about justice.,5.827534,19964,5.7,en,Science Fiction,https://image.tmdb.org/t/p/original/13382.jpg
2000-12-19,The Promised Land 2,A compelling story about discovery.,10.438963,11503,5.6,en,Documentary,https://image.tmdb.org/t/p/original/73403.jpg
2012-11-01,Parasite,A compelling story about discovery.,9.663057,5386,6.9,fr,Mystery,https://image.tmdb.org/t/p/original/58598.jpg
1995-05-07,Glass Onion: A Knives Out Mystery,A compelling story about love.,31.662044,52,7.1,en,"Crime, Science Fiction, Western",https://image.tmdb.org/t/p/original/60965.jpg
2020-05-21,Avengers: Endgame,A compelling story about war.,12.187772,22779,5.5,it,"TV Movie, Science Fiction, Action",https://image.tmdb.org/t/p/original/64945.jpg
2022-04-02,The Suicide Squad,A compelling story about friendship.,3.745112,1587,5.2,en,Documentary,https://image.tmdb.org/t/p/original/37501.jpg
2002-01-19,Midsommar,A compelling story about war.,6.217919,12392,7.7,ja,"History, Action, War",https://image.tmdb.org/t/p/original/80173.jpg
2016-08-03,The Personal History of David Copperfield 3,A compelling story about war.,14.230842,22459,9.5,en,"Thriller, Horror, Animation",https://image.tmdb.org/t/p/original/61388.jpg
2003-11-19,The Quiet Girl,A compelling story about war.,3.19056,5895,5.1,es,Action,https://image.tmdb.org/t/p/original/32860.jpg
2021-02-20,Riders of Justice,A compelling story about justice.,18.917258,28869,7.3,en,Western,https://image.tmdb.org/t/p/original/39640.jpg
1997-03-13,Compartment No. 6,A compelling story about war.,16.682573,8586,6.0,en,Fantasy,https://image.tmdb.org/t/p/original/35579.jpg
1993-11-05,Babylon,A compelling story about adventure.,25.084443,13116,7.0,it,Western,https://image.tmdb.org/t/p/original/80017.jpg
1999-02-07,Babylon,A compelling story about survival.,55.517359,11673,5.1,it,"Romance, Music, Western",https://image.tmdb.org/t/p/original/82434.jpg
2000-02-28,Avengers: Endgame,A compelling story about family.,48.666308,3587,4.7,en,"War, Music",https://image.tmdb.org/t/p/original/45281.jpg
2019-07-15,Parasite,A compelling story about war.,58.403451,19632,4.9,zh,"Mystery, Fantasy, Music",https://image.tmdb.org/t/p/original/19973.jpg
1998-01-04,Avatar,A compelling story about justice.,5.613218,16152,5.5,it,"TV Movie, Animation, Science Fiction",https://image.tmdb.org/t/p/original/15942.jpg
1995-02-04,Midsommar 5,A compelling story about family.,2.821258,5254,5.9,en,Drama,https://image.tmdb.org/t/p/original/96905.jpg
2014-07-04,Riders of Justice,A compelling story about friendship.,7.198653,26282,7.3,en,Family,https://image.tmdb.org/t/p/original/19428.jpg
1998-03-02,The Florida Project,A compelling story about survival.,45.092129,2144,5.2,en,Western,https://image.tmdb.org/t/p/original/71221.jpg
1997-10-24,Phantom Thread 4,A compelling story about war.,71.549248,3902,5.4,en,War,https://image.tmdb.org/t/p/original/84854.jpg
1992-08-05,Knives Out,A compelling story about war.,39.226053,27122,8.7,en,"History, Documentary",https://image.tmdb.org/t/p/original/55602.jpg
2011-11-24,Broker,A compelling story about justice.,2.331075,4331,6.3,en,"Documentary, Comedy, Drama",https://image.tmdb.org/t/p/original/80238.jpg
2023-08-08,Roma,A compelling story about discovery.,58.911432,5786,6.5,en,"History, Drama, War",https://image.tmdb.org/t/p/original/10673.jpg
2002-10-24,Monster,A compelling story about adventure.,11.010674,10594,7.1,en,Animation,https://image.tmdb.org/t/p/original/45863.jpg
2003-01-10,The Quiet Girl,A compelling story about justice.,0.187078,16129,5.6,en,Family,https://image.tmdb.org/t/p/original/89371.jpg
2002-07-13,Gladiator 2,A compelling story about love.,11.682044,29199,6.2,en,Adventure,https://image.tmdb.org/t/p/original/58462.jpg
2011-04-18,The Shape of Water 4,A compelling story about war.,0.943282,5838,5.8,en,"Adventure, History, Documentary",https://image.tmdb.org/t/p/original/64427.jpg
1990-11-06,The Worst Person in the World 4,A compelling story about adventure.,15.699896,20209,6.1,en,"Horror, Mystery, Action",https://image.tmdb.org/t/p/original/97359.jpg
2019-11-22,Manchester by the Sea,A compelling story about family.,8.266539,305,7.2,en,Action,https://image.tmdb.org/t/p/original/64845.jpg
2009-09-04,Joker,A compelling story about discovery.,12.827607,423,7.0,it,Drama,https://image.tmdb.org/t/p/original/16945.jpg
1999-05-06,Get Out,A compelling story about justice.,18.995418,22350,3.5,pt,"Action, Horror, TV Movie",https://image.tmdb.org/t/p/original/38578.jpg
1996-02-10,Dick Johnson Is Dead,A compelling story about love.,40.620815,10197,7.4,en,"Documentary, Action",https://image.tmdb.org/t/p/original/51439.jpg
1991-09-22,Nyad 2,A compelling story about justice.,21.688365,22672,5.8,en,Action,https://image.tmdb.org/t/p/original/65902.jpg
2015-11-17,Priscilla,A compelling story about discovery.,11.384951,14326,6.7,de,"Music, Crime",https://image.tmdb.org/t/p/original/33691.jpg
1998-06-28,Saltburn 3,A compelling story about survival.,34.232498,6678,5.7,en,Action,https://image.tmdb.org/t/p/original/35255.jpg
1990-10-22,Elvis,A compelling story about war.,47.2005,15354,6.1,en,"Documentary, Horror, Music",https://image.tmdb.org/t/p/original/99077.jpg
2010-03-05,Dick Johnson Is Dead,A compelling story about justice.,2.551213,8205,7.8,en,"Drama, Animation",https://image.tmdb.org/t/p/original/82172.jpg
2008-07-05,The Midnight Sky,A compelling story about war.,15.182876,16571,6.6,en,"Romance, Action, Western",https://image.tmdb.org/t/p/original/13272.jpg
1991-10-07,Supernova,A compelling story about love.,6.695808,25331,7.7,en,"Documentary, Family, Comedy",https://image.tmdb.org/t/p/original/30182.jpg
2013-06-24,The Quiet Girl,A compelling story about war.,0.964092,4364,6.1,pt,"Family, TV Movie",https://image.tmdb.org/t/p/original/54462.jpg
2014-02-26,Manchester by the Sea 4,A compelling story about love.,22.085367,25237,6.0,en,"History, Western",https://image.tmdb.org/t/p/original/52353.jpg
1990-04-23,The Quiet Girl,A compelling story about love.,39.722052,22308,6.2,de,Thriller,https://image.tmdb.org/t/p/original/58731.jpg
2012-03-25,Phantom Thread 4,A compelling story about friendship.,3.556298,5492,4.7,en,Action,https://image.tmdb.org/t/p/original/73019.jpg
2021-01-25,Iron Man,A compelling story about friendship.,33.470321,28475,3.0,en,"Family, Music",https://image.tmdb.org/t/p/original/82335.jpg
1996-04-15,The Whale,A compelling story about family.,38.400368,16086,5.3,en,"Romance, Crime, Thriller",https://image.tmdb.org/t/p/original/21327.jpg
1997-03-09,Hillbilly Elegy,A compelling story about love.,49.147489,15386,7.4,ko,"Family, Action",https://image.tmdb.org/t/p/original/73242.jpg
2002-07-12,Spider-Man: No Way Home,A compelling story about love.,6.165455,3281,7.9,en,Western,https://image.tmdb.org/t/p/original/87543.jpg
2010-09-12,Ford v Ferrari,A compelling story about survival.,46.858366,23081,3.8,en,"Mystery, Family",https://image.tmdb.org/t/p/original/47496.jpg
2014-05-25,Speak No Evil,A compelling story about discovery.,7.732752,10684,7.7,en,"Documentary, Horror, Crime",https://image.tmdb.org/t/p/original/62941.jpg
1998-04-28,Eternals,A compelling story about discovery.,16.074337,5402,5.5,en,"Family, Science Fiction",https://image.tmdb.org/t/p/original/35312.jpg
1991-05-03,The Shape of Water,A compelling story about family.,1.036552,16683,4.5,en,"Thriller, Fantasy",https://image.tmdb.org/t/p/original/29708.jpg
1999-01-05,Moonlight,A compelling story about survival.,0.89746,25388,7.5,fr,"War, Animation, Family",https://image.tmdb.org/t/p/original/97327.jpg
2020-01-14,Tár,A compelling story about love.,25.485989,27116,5.6,en,"Comedy, Fantasy, Crime",https://image.tmdb.org/t/p/original/90029.jpg
1997-06-20,Happening,A compelling story about adventure.,11.757013,14319,9.3,en,Family,https://image.tmdb.org/t/p/original/55262.jpg
2000-08-08,Barbie 2,A compelling story about justice.,5.922146,24819,5.4,ja,"Music, Mystery",https://image.tmdb.org/t/p/original/25340.jpg
2021-05-02,Get Out,A compelling story about adventure.,4.224633,16801,5.9,it,"History, Animation, Western",https://image.tmdb.org/t/p/original/46595.jpg
2000-10-20,Soul,A compelling story about friendship.,22.170434,703,5.0,en,Animation,https://image.tmdb.org/t/p/original/96529.jpg
1993-08-24,Manchester by the Sea 5,A compelling story about survival.,0.008032,1179,6.4,fr,"Action, Comedy",https://image.tmdb.org/t/p/original/63732.jpg
1995-07-14,Mad Max: Fury Road,A compelling story about discovery.,32.786726,29243,7.2,en,Western,https://image.tmdb.org/t/p/original/69845.jpg
1991-07-08,Judy,A compelling story about adventure.,1.651326,27063,4.1,it,"War, Thriller, History",https://image.tmdb.org/t/p/original/50567.jpg
1998-03-28,Top Gun: Maverick,A compelling story about family.,4.251235,8633,7.0,en,Music,https://image.tmdb.org/t/p/original/69627.jpg
2008-09-21,The Florida Project,A compelling story about love.,9.762909,7792,5.7,en,Drama,https://image.tmdb.org/t/p/original/17171.jpg
1996-06-11,Titane,A compelling story about survival.,13.266282,13866,5.2,de,"Science Fiction, Comedy, TV Movie",https://image.tmdb.org/t/p/original/95476.jpg
2006-03-27,Riceboy Sleeps,A compelling story about adventure.,8.769948,27130,4.5,en,"Fantasy, Documentary, History",https://image.tmdb.org/t/p/original/29680.jpg
1990-04-23,News of the World,A compelling story about family.,7.734207,9184,7.4,en,War,https://image.tmdb.org/t/p/original/36715.jpg
2008-01-08,The Personal History of David Copperfield 5,A compelling story about survival.,66.438121,11362,6.5,en,"War, TV Movie, Music",https://image.tmdb.org/t/p/original/71125.jpg
1993-02-01,Happening,A compelling story about adventure.,20.520978,19438,5.5,en,"Family, TV Movie",https://image.tmdb.org/t/p/original/57685.jpg
2013-07-16,The Matrix,A compelling story about discovery.,0.474237,5540,7.1,it,Documentary,https://image.tmdb.org/t/p/original/62678.jpg
2018-06-14,Anatomy of a Fall 3,A compelling story about adventure.,11.248552,5002,6.8,en,"War, Horror, Crime",https://image.tmdb.org/t/p/original/98532.jpg
2009-10-03,All of Us Strangers,A compelling story about family.,41.590223,20318,7.2,en,Crime,https://image.tmdb.org/t/p/original/24100.jpg
2013-08-19,A Star Is Born,A compelling story about war.,7.175148,23364,8.2,fr,Adventure,https://image.tmdb.org/t/p/original/91269.jpg
2012-06-10,Carol,A compelling story about war.,1.986605,3322,6.5,hi,"Animation, Mystery",https://image.tmdb.org/t/p/original/15321.jpg
2017-03-08,David Byrne's American Utopia,A compelling story about friendship.,28.408176,13075,8.5,en,"War, Music",https://image.tmdb.org/t/p/original/42810.jpg
2006-08-27,The Personal History of David Copperfield,A compelling story about family.,18.62879,4328,7.9,ja,"Animation, Music, War",https://image.tmdb.org/t/p/original/34086.jpg
1996-03-27,Wild Rose,A compelling story about war.,16.893942,14069,7.1,en,"Mystery, Fantasy, Thriller",https://image.tmdb.org/t/p/original/46442.jpg
2006-08-14,Godzilla Minus One 3,A compelling story about love.,1.101304,1698,4.2,fr,Drama,https://image.tmdb.org/t/p/original/44224.jpg
1990-02-02,Sick of Myself 3,A compelling story about discovery.,3.028066,477,6.3,zh,Comedy,https://image.tmdb.org/t/p/original/93537.jpg
1993-02-26,News of the World,A compelling story about justice.,19.486311,27202,6.5,it,"Science Fiction, Action, Family",https://image.tmdb.org/t/p/original/95002.jpg
2022-02-02,The Personal History of David Copperfield,A compelling story about family.,4.65943,9547,6.5,ko,"Music, Adventure, TV Movie",https://image.tmdb.org/t/p/original/63088.jpg
2003-01-26,"Quo Vadis, Aida?",A compelling story about discovery.,14.026413,2432,6.1,en,"Documentary, Family",https://image.tmdb.org/t/p/original/26552.jpg
2016-09-08,Men,A compelling story about war.,15.743957,23673,7.0,en,"Music, Fantasy, Action",https://image.tmdb.org/t/p/original/49845.jpg
1996-08-13,Saltburn,A compelling story about friendship.,6.667741,20901,7.1,en,Animation,https://image.tmdb.org/t/p/original/21840.jpg
2007-02-16,Broker 5,A compelling story about war.,59.294425,14614,4.2,ko,"Western, War",https://image.tmdb.org/t/p/original/65820.jpg
2000-07-17,Portrait of a Lady on Fire,A compelling story about friendship.,36.962039,4731,7.8,ja,"Adventure, Romance, Animation",https://image.tmdb.org/t/p/original/95291.jpg
1992-09-01,The Midnight Sky,A compelling story about survival.,25.629572,21765,4.4,en,Horror,https://image.tmdb.org/t/p/original/75320.jpg
2023-02-26,Sound of Metal,A compelling story about adventure.,1.624068,9213,5.7,en,"Mystery, Drama, Western",https://image.tmdb.org/t/p/original/45644.jpg
2013-08-04,Happening,A compelling story about friendship.,2.243899,7551,5.1,ja,Crime,https://image.tmdb.org/t/p/original/85541.jpg
1999-10-01,Shoplifters,A compelling story about survival.,13.576262,9879,5.3,en,"History, Romance",https://image.tmdb.org/t/p/original/70553.jpg
1996-06-23,A Beautiful Mind,A compelling story about family.,3.504059,28283,7.5,fr,Romance,https://image.tmdb.org/t/p/original/46102.jpg
1993-08-03,Judy,A compelling story about love.,76.577055,14795,6.3,ja,"Music, Romance",https://image.tmdb.org/t/p/original/79513.jpg
2002-09-02,First Cow,A compelling story about adventure.,3.451866,29483,7.0,en,Music,https://image.tmdb.org/t/p/original/89336.jpg
2016-08-04,Dunkirk,A compelling story about friendship.,13.367836,28652,7.0,en,"Thriller, Science Fiction, Crime",https://image.tmdb.org/t/p/original/91325.jpg
2005-01-15,May December,A compelling story about adventure.,9.054941,26478,3.9,ko,Horror,https://image.tmdb.org/t/p/original/56857.jpg
2004-06-03,Showing Up,A compelling story about war.,20.398966,13689,5.5,en,"Music, Animation, Thriller",https://image.tmdb.org/t/p/original/82003.jpg
1993-05-12,Passages 3,A compelling story about friendship.,2.763102,27455,7.1,en,Science Fiction,https://image.tmdb.org/t/p/original/40184.jpg
2023-05-16,Memory Box,A compelling story about family.,11.253484,12552,7.0,en,"War, History",https://image.tmdb.org/t/p/original/83984.jpg
2009-04-26,May December,A compelling story about family.,6.423537,17880,4.1,en,"Documentary, Science Fiction",https://image.tmdb.org/t/p/original/60465.jpg
2015-03-04,Happening 2,A compelling story about war.,43.740807,27925,7.4,en,Music,https://image.tmdb.org/t/p/original/15726.jpg
2002-01-01,Monster,A compelling story about adventure.,0.828646,14471,6.9,es,"Fantasy, Western, Mystery",https://image.tmdb.org/t/p/original/44813.jpg
2017-03-12,Black Widow,A compelling story about discovery.,49.004886,26002,5.0,pt,Science Fiction,https://image.tmdb.org/t/p/original/76442.jpg
2023-11-12,Titanic 2,A compelling story about friendship.,35.794527,29443,6.7,en,Horror,https://image.tmdb.org/t/p/original/36489.jpg
2018-07-23,The Innocent,A compelling story about survival.,7.064211,11048,5.9,it,Mystery,https://image.tmdb.org/t/p/original/24700.jpg
2017-10-09,Napoleon,A compelling story about justice.,31.145512,25943,6.8,en,Romance,https://image.tmdb.org/t/p/original/77263.jpg
2021-01-07,Vice 4,A compelling story about friendship.,0.634222,12262,4.0,en,"TV Movie, History, War",https://image.tmdb.org/t/p/original/28002.jpg
1997-09-01,Goodfellas,A compelling story about love.,68.143635,29246,5.8,en,"Action, Romance",https://image.tmdb.org/t/p/original/18670.jpg
2011-04-22,The Trial of the Chicago 7,A compelling story about justice.,14.956078,25977,7.6,pt,"Thriller, History, Action",https://image.tmdb.org/t/p/original/23961.jpg
2002-10-13,One Night in Miami,A compelling story about friendship.,7.227463,9780,6.8,hi,"Animation, Documentary, Mystery",https://image.tmdb.org/t/p/original/81570.jpg
2000-08-09,The Lion King,A compelling story about discovery.,9.006631,3759,7.1,en,Crime,https://image.tmdb.org/t/p/original/25984.jpg
2017-07-14,Pulp Fiction,A compelling story about friendship.,1.374259,11827,5.9,en,"TV Movie, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/49097.jpg
1999-02-12,Godzilla Minus One 2,A compelling story about family.,90.842995,24453,6.9,hi,Science Fiction,https://image.tmdb.org/t/p/original/77955.jpg
1994-09-08,Decision to Leave,A compelling story about friendship.,0.801694,2513,6.0,en,Comedy,https://image.tmdb.org/t/p/original/58865.jpg
1998-12-28,Shiva Baby 2,A compelling story about discovery.,21.278834,7865,5.1,es,Romance,https://image.tmdb.org/t/p/original/14168.jpg
2020-01-02,The Worst Person in the World,A compelling story about justice.,11.694321,13388,5.9,en,"TV Movie, Adventure",https://image.tmdb.org/t/p/original/65489.jpg
1993-05-13,Shoplifters,A compelling story about survival.,59.485764,11339,7.9,fr,Drama,https://image.tmdb.org/t/p/original/23724.jpg
2016-07-04,The Zone of Interest,A compelling story about discovery.,5.647251,23449,7.6,en,Music,https://image.tmdb.org/t/p/original/83604.jpg
2009-06-21,Saltburn,A compelling story about survival.,15.18945,11111,5.0,en,"TV Movie, Mystery, Western",https://image.tmdb.org/t/p/original/67436.jpg
1991-02-26,Herself 2,A compelling story about friendship.,13.169359,27250,5.7,ja,Adventure,https://image.tmdb.org/t/p/original/85874.jpg
1997-01-15,Vice 4,A compelling story about justice.,24.271471,16793,5.1,en,"War, Comedy, History",https://image.tmdb.org/t/p/original/86757.jpg
2021-11-15,The Boy and the Heron 4,A compelling story about discovery.,1.408669,20776,6.4,en,"History, War, Western",https://image.tmdb.org/t/p/original/65858.jpg
1997-05-02,Tenet,A compelling story about survival.,4.308199,12159,7.4,en,"Horror, Fantasy",https://image.tmdb.org/t/p/original/42581.jpg
1991-12-21,Green Book 3,A compelling story about survival.,4.830347,26819,8.6,en,Animation,https://image.tmdb.org/t/p/original/43215.jpg
2006-10-08,The Favourite,A compelling story about friendship.,26.799727,14629,4.5,en,Fantasy,https://image.tmdb.org/t/p/original/96375.jpg
1994-12-19,Booksmart,A compelling story about justice.,4.193165,17933,7.2,en,"Documentary, Crime, Romance",https://image.tmdb.org/t/p/original/46801.jpg
2007-10-01,The Promised Land,A compelling story about justice.,17.042472,14995,6.2,en,Romance,https://image.tmdb.org/t/p/original/13041.jpg
2010-04-22,Finding Nemo,A compelling story about friendship.,4.847644,15036,5.8,hi,"Animation, Family, Documentary",https://image.tmdb.org/t/p/original/63441.jpg
1994-06-26,Midsommar 4,A compelling story about love.,39.555751,8438,5.1,en,"Comedy, Thriller, Documentary",https://image.tmdb.org/t/p/original/14876.jpg
2001-01-09,May December,A compelling story about friendship.,57.010298,23579,8.3,en,"Horror, Crime, Animation",https://image.tmdb.org/t/p/original/78817.jpg
2022-01-26,Eternals 3,A compelling story about survival.,14.616689,21304,4.2,es,"Romance, Western, Science Fiction",https://image.tmdb.org/t/p/original/83493.jpg
2009-11-27,Sound of Metal,A compelling story about war.,8.686827,9129,5.6,de,"Crime, Drama, Romance",https://image.tmdb.org/t/p/original/33350.jpg
2021-07-26,Thor: Love and Thunder,A compelling story about love.,5.332971,20903,6.6,en,"Horror, Romance",https://image.tmdb.org/t/p/original/50674.jpg
2023-08-21,Crimes of the Future,A compelling story about love.,1.021256,22445,6.7,en,"Science Fiction, Romance, Music",https://image.tmdb.org/t/p/original/71607.jpg
2004-11-03,Manchester by the Sea 3,A compelling story about war.,6.253163,22546,7.7,en,"History, War, Mystery",https://image.tmdb.org/t/p/original/97366.jpg
2002-08-19,I'm Thinking of Ending Things,A compelling story about friendship.,21.239964,25005,5.1,en,Science Fiction,https://image.tmdb.org/t/p/original/87410.jpg
2018-11-04,The Wolf of Wall Street,A compelling story about adventure.,15.254959,4134,6.9,zh,"Thriller, TV Movie, Music",https://image.tmdb.org/t/p/original/27313.jpg
2016-07-20,The Boy and the Heron,A compelling story about war.,57.662819,18789,6.1,it,"Western, Science Fiction",https://image.tmdb.org/t/p/original/95631.jpg
